,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
1900,2,['STAR'],2,"['katharily', 'alam1988']",51,"['rfenouil', 'rsuchecki', 'maxulysse', 'sven1103', 'nf-core-bot', 'pranathivemuri', 'veeravalli', 'paulklemm', 'Galithil', 'katharily', 'matrulda', 'jordwil', 'Hammarn', 'sofiahaglund', 'kviljoen', 'mvanins', 'colindaven', 'aanil', 'jun-wan', 'zxl124', 'skrakau', 'alam1988', 'orionzhou', 'pcantalupo', 'amayer21', 'mashehu', 'drejom', 'apeltzer', 'lpantano', 'silviamorins', 'abhi18av', 'vezzi', 'ppericard', 'senthil10', 'ewels', 'jemten', 'grst', 'na399', 'FriederikeHanssen', 'marchoeppner', 'jburos', 'BABS-STP1', 'd4straub', 'chuan-wang', 'robsyme', 'pditommaso', 'olgabot', 'ggabernet', 'alneberg', 'arontommi', 'drpatelh']",2,"['Nextflow', 'pe_stacks_pipeline']"
1901,8,['gffread'],7,"['lauramble', 'letaylor', 'alam1988', 'vibbits', 'nibscbioinformatics', 'junyu-boston', 'ray1919']",58,"['rfenouil', 'rsuchecki', 'maxulysse', 'sven1103', 'nf-core-bot', 'pranathivemuri', 'veeravalli', 'evanfloden', 'paulklemm', 'Galithil', 'kaurravneet4123', 'matrulda', 'lauramble', 'jordwil', 'Hammarn', 'sofiahaglund', 'kviljoen', 'mvanins', 'colindaven', 'aanil', 'jun-wan', 'zxl124', 'skrakau', 'alam1988', 'orionzhou', 'pcantalupo', 'amayer21', 'mashehu', 'drejom', 'apeltzer', 'lpantano', 'silviamorins', 'abhi18av', 'vezzi', 'ppericard', 'alex-botzki', 'senthil10', 'ewels', 'jemten', 'grst', 'na399', 'FriederikeHanssen', 'kerimoff', 'marchoeppner', 'jburos', 'BABS-STP1', 'd4straub', 'chuan-wang', 'robsyme', 'pditommaso', 'kauralasoo', 'abotzki', 'olgabot', 'ggabernet', 'alneberg', 'arontommi', 'drpatelh', 'ray1919']",8,"['qtlmap', 'nf-core-conva', 'nf-core-viralevo', 'Nextflow', 'lRNA-Seq', 'rnaseq-editing', 'rnaseq-vizfada', 'dicerna-rnaseq']"
1902,2,"['SAMtools', 'SAMtools']",2,"['aleks96n', 'eQTL-Catalogue']",25,"['rfenouil', 'aleks96n', 'rsuchecki', 'maxulysse', 'sven1103', 'veeravalli', 'Galithil', 'Hammarn', 'sofiahaglund', 'colindaven', 'aanil', 'jun-wan', 'mikson60', 'vezzi', 'senthil10', 'ewels', 'jemten', 'na399', 'kerimoff', 'marchoeppner', 'chuan-wang', 'pditommaso', 'kauralasoo', 'alneberg', 'apeltzer']",2,"['BioInfoKallisto', 'rnaseq']"
1903,1,['kallisto'],1,['aleks96n'],2,"['aleks96n', 'mikson60']",1,['BioInfoKallisto']
1904,2,['refgenie'],2,"['aleks96n', 'ebi-gene-expression-group']",3,"['aleks96n', 'mikson60', 'pinin4fjords']",2,"['BioInfoKallisto', 'isl_refs_to_refgenie']"
1905,2,['Filtlong'],2,"['alemenze', 'alexpiper']",2,"['alemenze', 'alexpiper']",2,"['ONT-basecalling', 'piperline']"
1906,2,['FastQC'],2,"['alemenze', 'alexpiper']",2,"['alemenze', 'alexpiper']",2,"['ONT-multi-assembly', 'piperline']"
1907,2,['FastQC'],2,"['alemenze', 'alexpiper']",2,"['alemenze', 'alexpiper']",2,"['ONT-polish', 'piperline']"
1908,2,['getnumber'],2,"['alemenze', 'alexpiper']",2,"['alemenze', 'alexpiper']",2,"['ONT-polish', 'piperline']"
1909,2,"['BWA', 'BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['alemenze', 'alexpiper']",2,"['alemenze', 'alexpiper']",2,"['ONT-polish', 'piperline']"
1910,1,['Minimap2'],1,['alemenze'],1,['alemenze'],1,['ONT-polish']
1911,1,['CANU'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1912,1,"['kraken2', 'Bracken']",1,['alemenze'],1,['alemenze'],1,['bact-builder']
1913,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['alemenze'],1,['alemenze'],1,['bact-builder']
1914,1,['Minimap2'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1915,1,['Racon'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1916,1,['pilon'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1917,1,['Filtlong'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1918,1,['Flye'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1919,1,['Minimap2'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1920,1,['fastPHASE'],1,['alemenze'],1,['alemenze'],1,['bact-builder']
1921,1,['MetaPhlAn'],1,['alesssia'],2,"['pditommaso', 'alesssia']",1,['YAMP']
1922,1,['FastQC'],1,['alesssia'],2,"['pditommaso', 'alesssia']",1,['YAMP']
1923,1,['MetaPhlAn'],1,['alesssia'],2,"['pditommaso', 'alesssia']",1,['YAMP']
1924,1,"['QIIME', 'QIIME']",1,['alesssia'],2,"['pditommaso', 'alesssia']",1,['YAMP']
1925,1,['MultiQC'],1,['alesssia'],2,"['pditommaso', 'alesssia']",1,['YAMP']
1926,1,['seqtk'],1,['alexcorm'],1,['alexcorm'],1,['quick_phylo_BUSCO']
1927,1,['MAFFT'],1,['alexcorm'],1,['alexcorm'],1,['quick_phylo_BUSCO']
1928,1,['gblocks'],1,['alexcorm'],1,['alexcorm'],1,['quick_phylo_BUSCO']
1929,1,['MultiQC'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1930,1,['merger'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1931,1,"['SeqSQC', 'MoDEL']",1,['alexpiper'],1,['alexpiper'],1,['piperline']
1932,1,"['IDSM', 'RANKS', 'Taxa', 'IBS']",1,['alexpiper'],1,['alexpiper'],1,['piperline']
1933,1,['SeqSQC'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1934,1,['RANKS'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1935,1,['SeqSQC'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1936,1,"['getnumber', 'M-TRACK']",1,['alexpiper'],1,['alexpiper'],1,['piperline']
1937,1,['Threshold-seq'],1,['alexpiper'],1,['alexpiper'],1,['piperline']
1938,1,['FastQC'],1,['alperyilmaz'],1,['alperyilmaz'],1,['nextflow-rnaseq']
1939,1,['MultiQC'],1,['alperyilmaz'],1,['alperyilmaz'],1,['nextflow-rnaseq']
1940,1,"['SAMtools', 'SAMtools']",1,['ameynert'],1,['ameynert'],1,['bam2fastq']
1941,1,"['SAMtools', 'SAMtools']",1,['ameynert'],1,['ameynert'],1,['bam2fastq']
1942,1,['SAMtools'],1,['ameynert'],1,['ameynert'],1,['bam2fastq']
1943,1,['FastQC'],1,['ameynert'],1,['ameynert'],1,['bam2fastq']
1944,2,['MultiDataSet'],2,"['ampatchlab', 'ameynert']",2,"['stekaz', 'ameynert']",2,"['base-space-download-fastq-with-checksums', 'nf-isoseq']"
1945,1,['IBS'],1,['ameynert'],1,['ameynert'],1,['base-space-download-fastq-with-checksums']
1946,1,['SAMtools'],1,['ampatchlab'],1,['stekaz'],1,['nf-bam2fastq']
1947,5,['Cutadapt'],2,"['anna-saukkonen', 'ampatchlab']",3,"['AJHodgkinson', 'anna-saukkonen', 'stekaz']",3,"['nf-dnaseq', 'nf-rnaseq', 'PAC']"
1948,2,"['BWA', 'SAMtools']",1,['ampatchlab'],1,['stekaz'],2,"['nf-dnaseq', 'nf-rnasnv']"
1949,3,"['Picard', 'MarkDuplicates (IP)']",2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",3,"['nextflow-aws-batch-issue-1024', 'nf-dnaseq', 'nf-rnasnv']"
1950,4,['STAR'],1,['ampatchlab'],1,['stekaz'],3,"['nf-pdx', 'nf-dnaseq', 'nf-rnasnv']"
1951,3,['STAR'],1,['ampatchlab'],1,['stekaz'],2,"['nf-dnaseq', 'nf-rnasnv']"
1952,3,['Mash'],2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",3,"['nf-typeHLA', 'nextflow-aws-batch-issue-1024', 'nf-dnaseq']"
1953,3,['FastQC'],2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",3,"['nf-typeHLA', 'nextflow-aws-batch-issue-1024', 'nf-dnaseq']"
1954,5,['SAMtools'],2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",5,"['nextflow-aws-batch-issue-1024', 'nf-rnaseq', 'nf-typeHLA', 'nf-dnaseq', 'nf-rnasnv']"
1955,3,['SAMtools'],2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",3,"['nf-typeHLA', 'nextflow-aws-batch-issue-1024', 'nf-dnaseq']"
1956,3,"['Picard', 'MarkDuplicates (IP)']",2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",3,"['nf-typeHLA', 'nextflow-aws-batch-issue-1024', 'nf-dnaseq']"
1957,5,"['BWA', 'SAMtools']",2,"['ampatchlab', 'antunderwood']",2,"['stekaz', 'antunderwood']",4,"['nf-typeHLA', 'nextflow-aws-batch-issue-1024', 'nf-dnaseq', 'nf-rnasnv']"
1958,3,['SAMtools'],3,"['anwarMZ', 'angelovangel', 'ampatchlab']",3,"['anwarMZ', 'angelovangel', 'stekaz']",3,"['nxf-fastqc', 'nf-dnaseq', 'nf-upcoast-v']"
1959,1,"['MultiDataSet', 'MultiDataSet', 'Rqc', 'MultiDataSet']",1,['ampatchlab'],1,['stekaz'],1,['nf-isoseq']
1960,1,['blima'],1,['ampatchlab'],1,['stekaz'],1,['nf-isoseq']
1961,2,['MultiDataSet'],1,['ampatchlab'],1,['stekaz'],2,"['nf-isoseq', 'nf-rnasnv']"
1962,1,['Minimap2'],1,['ampatchlab'],1,['stekaz'],1,['nf-isoseq']
1963,1,"['SAMtools', 'SAMtools', 'SAMtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-isoseq']
1964,1,['mosdepth'],1,['ampatchlab'],1,['stekaz'],1,['nf-pdx']
1965,4,"['BWA', 'SAMtools', 'SAMtools']",3,"['anwarMZ', 'angelovangel', 'ampatchlab']",3,"['anwarMZ', 'angelovangel', 'stekaz']",4,"['nf-pdx', 'nf-typeHLA', 'nxf-kraken2', 'nf-upcoast-v']"
1966,2,['FastQC'],1,['ampatchlab'],1,['stekaz'],2,"['nf-pdx', 'nf-typeHLA']"
1967,1,"['BWA', 'SAMtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-pdx']
1968,2,"['Picard', 'MarkDuplicates (IP)']",2,"['andriesfeder', 'ampatchlab']",1,['stekaz'],2,"['cladebreaker', 'nf-pdx']"
1969,1,"['BCFtools', 'BCFtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-pdx']
1970,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-pdx']
1971,1,"['BCFtools', 'BCFtools', 'BCFtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-pdx']
1972,2,['fastPHASE'],2,"['angelovangel', 'ampatchlab']",2,"['angelovangel', 'stekaz']",2,"['nf-pdx', 'nxf-fastqc']"
1973,2,"['Picard', 'MarkDuplicates (IP)']",1,['ampatchlab'],1,['stekaz'],2,"['nf-pdx', 'nf-typeHLA']"
1974,2,['FastQC'],2,"['andriesfeder', 'ampatchlab']",1,['stekaz'],2,"['cladebreaker', 'nf-pdx']"
1975,2,['SAMtools'],2,"['angelovangel', 'ampatchlab']",2,"['angelovangel', 'stekaz']",2,"['nf-pdx', 'nxf-fastqc']"
1976,2,"['kraken2', 'Bracken']",2,"['angelovangel', 'ampatchlab']",2,"['angelovangel', 'stekaz']",2,"['nf-pdx', 'nxf-kraken2']"
1977,2,['QualiMap'],2,"['anna-saukkonen', 'ampatchlab']",3,"['AJHodgkinson', 'anna-saukkonen', 'stekaz']",2,"['nf-pdx', 'PAC']"
1978,2,['SAMtools'],1,['ampatchlab'],1,['stekaz'],2,"['nf-typeHLA', 'nf-rnaseq']"
1979,2,"['SAMtools', 'SAMtools', 'SAMtools']",1,['ampatchlab'],1,['stekaz'],2,"['nf-typeHLA', 'nf-rnaseq']"
1980,2,['MultiQC'],1,['ampatchlab'],1,['stekaz'],2,"['nf-typeHLA', 'nf-rnaseq']"
1981,2,['FastQC'],1,['ampatchlab'],1,['stekaz'],2,"['nf-typeHLA', 'nf-rnaseq']"
1982,1,['STAR'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1983,2,['SAMtools'],2,"['angelovangel', 'ampatchlab']",2,"['angelovangel', 'stekaz']",2,"['nxf-fastqc', 'nf-rnaseq']"
1984,2,"['Picard', 'MarkDuplicates (IP)']",2,"['angelovangel', 'ampatchlab']",2,"['angelovangel', 'stekaz']",2,"['nxf-kraken2', 'nf-rnaseq']"
1985,1,['RNA-SeQC'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1986,1,['THREADER'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1987,1,"['Gene', 'IDSM']",1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1988,1,['Gene'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1989,1,['MultiQC'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnaseq']
1990,1,['SAMtools'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1991,1,['Cutadapt'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1992,1,"['Picard', 'MarkDuplicates (IP)']",1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1993,1,"['BCFtools', 'BCFtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1994,1,"['BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools']",1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1995,1,['MultiQC'],1,['ampatchlab'],1,['stekaz'],1,['nf-rnasnv']
1996,26,['gffread'],16,"['vincenthhu', 'nf-core', 'csf-ngs', 'jianhong', 'kviljoen', 'higsch', 'sanger-tol', 'biggstd', 'h3abionet', 'andriesfeder', 'chelauk', 'matt-sd-watson', 'ggrimes', 'propan2one', 'drpatelh', 'marchoeppner']",43,"['maxulysse', 'nf-core-bot', 'priyanka-surana', 'sven1103', 'higsch', 'biggstd', 'ggrimes', 'christopher-mohr', 'jtangrot', 'idot', 'kviljoen', 'colindaven', 'PhilPalmer', 'kevbrick', 'yuantianhpc', 'KochTobi', 'emnilsson', 'ignaciot', 'grendon', 'abhi18av', 'alesssia', 'senthil10', 'ewels', 'chelauk', 'propan2one', 'marchoeppner', 'asafpr', 'KevinMenden', 'vincenthhu', 'yuxuth', 'kkowalden', 'd4straub', 'jianhong', 'pditommaso', 'cjfields', 'ggabernet', 'matt-sd-watson', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh', 'DiegoBrambilla', 'erikrikarddaniel']",25,"['exoseq', 'variantcallerbench', 'togetherforever', 'nascent', 'HPCBio-Refgraph_pipeline', 'nf-core-westest', 'fastq_QC', 'nextflowTutorial', 'nextflow_rnaseq_training_dataset', 'testpipeline', 'test_nextflow_sarek', 'nf-core-sgrnaquant', 'controldna', 'nf-core-umi_preprocessing', 'readmapping', 'cladebreaker', 'nextflow_for_nextstrain', 'hlatyping', 'gwas', 'nf-core-hicar', 'ampliseq', 'nf-core-gsfworkflow', 'ssds', 'shotgun', 'kinseq']"
1997,1,['MultiQC'],1,['angelovangel'],1,['angelovangel'],1,['nxf-kraken2']
1998,1,['Kaiju'],1,['angelovangel'],1,['angelovangel'],1,['nxf-kraken2']
1999,1,['MultiQC'],1,['angelovangel'],1,['angelovangel'],1,['nxf-kraken2']
2000,1,['STAR'],1,['anna-saukkonen'],2,"['AJHodgkinson', 'anna-saukkonen']",1,['PAC']
2001,1,"['SAMtools', 'SAMtools']",1,['anna-saukkonen'],2,"['AJHodgkinson', 'anna-saukkonen']",1,['PAC']
2002,2,['Lighter'],2,"['anna-saukkonen', 'antunderwood']",3,"['AJHodgkinson', 'anna-saukkonen', 'antunderwood']",2,"['nextflow-aws-batch-issue-1024', 'PAC']"
2003,1,['STAR'],1,['anna-saukkonen'],2,"['AJHodgkinson', 'anna-saukkonen']",1,['PAC']
2004,2,"['STAR', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['anu9109', 'anna-saukkonen']",3,"['anu9109', 'AJHodgkinson', 'anna-saukkonen']",2,"['nf', 'PAC']"
2005,1,"['STAR', 'SAMtools', 'SAMtools', 'SAMtools']",1,['anna-saukkonen'],2,"['AJHodgkinson', 'anna-saukkonen']",1,['PAC']
2006,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['anna-saukkonen'],2,"['AJHodgkinson', 'anna-saukkonen']",1,['PAC']
2007,1,"['Mash', 'Mash']",1,['annacprice'],1,['annacprice'],1,['autodatabase']
2008,1,['Trimmomatic'],1,['antunderwood'],1,['antunderwood'],1,['amr_prediction']
2009,1,"['KAT', 'Mash']",1,['antunderwood'],1,['antunderwood'],1,['amr_prediction']
2010,1,['Lighter'],1,['antunderwood'],1,['antunderwood'],1,['amr_prediction']
2011,1,['seqtk'],1,['antunderwood'],1,['antunderwood'],1,['amr_prediction']
2012,1,['FastQC'],1,['antunderwood'],1,['antunderwood'],1,['nextflow-aws-batch-issue-1024']
2013,1,['Trimmomatic'],1,['antunderwood'],1,['antunderwood'],1,['nextflow-aws-batch-issue-1024']
2014,1,"['seqtk', 'FLASH']",1,['antunderwood'],1,['antunderwood'],1,['nextflow-aws-batch-issue-1024']
2015,1,['FastQC'],1,['anu9109'],1,['anu9109'],1,['nf']
2016,1,['FastQC'],1,['anu9109'],1,['anu9109'],1,['nf']
2017,1,['FastQC'],1,['anwarMZ'],1,['anwarMZ'],1,['nf-upcoast-v']
2018,1,['MultiQC'],1,['anwarMZ'],1,['anwarMZ'],1,['nf-upcoast-v']
2019,2,['BWA'],2,"['anwarMZ', 'clairecoleman1']",2,"['anwarMZ', 'clairecoleman1']",2,"['clipseq1', 'nf-upcoast-v']"
2020,2,['SAMtools'],2,"['anwarMZ', 'clemensma']",2,"['anwarMZ', 'clemensma']",2,"['symbiontDivider', 'nf-upcoast-v']"
2021,4,['fastPHASE'],3,"['anwarMZ', 'avantonder', 'awilson0']",4,"['anwarMZ', 'avantonder', 'heathervant', 'schorlton']",3,"['assembleBAC', 'bugseq-pipeline', 'nf-upcoast-v']"
2022,3,['FastQC'],2,"['anwarMZ', 'awilson0']",3,"['anwarMZ', 'heathervant', 'schorlton']",2,"['bugseq-pipeline', 'nf-upcoast-v']"
2023,2,['URCFG'],2,"['anwarMZ', 'awilson0']",3,"['anwarMZ', 'heathervant', 'schorlton']",2,"['bugseq-pipeline', 'nf-upcoast-v']"
2024,1,"['BWA', 'SAMtools', 'SAMtools']",1,['anwarMZ'],1,['anwarMZ'],1,['nf-upcoast-v']
2025,10,['NGMLR'],8,"['nf-core', 'episkadlo', 'czbiohub', 'rastiks', 'darlenewagner', 'h3abionet', 'apeltzer', 'didillysquat']",42,"['batson', 'maxulysse', 'nf-core-bot', 'rastiks', 'danrlu', 'saramonzon', 'evanfloden', 'charles-plessy', 'ameintjes', 'sc13-bioinf', 'neevor', 'MiguelJulia', 'episkadlo', 'ktrns', 'ashildv', 'alexhbnr', 'mamanambiya', 'scarlhoff', 'svarona', 'TCLamnidis', 'heuermh', 'jfy133', 'samlhao', 'darlenewagner', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'jcurado-flomics', 'phue', 'alexandregilardet', 'JoseEspinosa', 'didillysquat', 'BBQuercus', 'stevekm', 'morpholino', 'jackkamm', 'olgabot', 'ggabernet', 'IdoBar', 'apeltzer', 'drpatelh']",9,"['kopp_2021_fowl', 'chipimputation_evaluate_chips', 'sc2-illumina-pipeline', 'viralrecon', 'nextflowViral', 'eager', 'sc2-ngs-analysis', 'IGCG-featureCounts', 'anglerFISH']"
2026,1,['FeatureCounts'],1,['apeltzer'],0,[],1,['IGCG-featureCounts']
2027,1,['fastPHASE'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2028,1,"['BWA', 'BWA', 'SAMBLASTER', 'SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2029,1,"['SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2030,1,"['SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2031,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2032,1,"['SAMtools', 'SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2033,1,"['preseq', 'preseq']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2034,1,['MapDamage'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2035,1,"['BaMM', 'SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2036,1,['QualiMap'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2037,1,['BEDTools'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2038,1,"['MiXCR', 'MiXCR', 'MiXCR']",1,['arontommi'],1,['arontommi'],1,['nf-mixcr']
2039,1,['PRANK'],1,['arzwa'],1,['arzwa'],1,['whaleprep']
2040,1,['kraken2'],1,['asadprodhan'],1,['asadprodhan'],1,['How-to-run-Kraken2-on-HPC-using-Singularity-container-and-Nextflow']
2041,1,['G-BLASTN'],1,['asafpr'],0,[],1,['sRNA_finder']
2042,1,['LORD'],1,['asafpr'],0,[],1,['sRNA_finder']
2043,1,['Belvu'],1,['asafpr'],0,[],1,['sRNA_finder']
2044,1,['PEAR'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2045,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2046,1,['SPAdes'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2047,1,['MindTheGap'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2048,1,['BWA'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2049,1,['GATB'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2050,1,['Salmon'],1,['askimed'],2,"['seppinho', 'lukfor']",1,['nf-test-examples']
2051,1,['Salmon'],1,['askimed'],2,"['seppinho', 'lukfor']",1,['nf-test-examples']
2052,6,['MultiQC'],6,"['nf-core', 'baiyuanxiang', 'asthara10', 'xiaoli-dong', 'espelpz', 'yqshao']",6,"['asthara10', 'snewhouse', 'xiaoli-dong', 'ewels', 'remiolsen', 'yqshao']",6,"['pathogen', 'neutronstar', 'taranispip', 'ngs_nextflow', 'tips', 'insertseq']"
2053,8,"['BCFtools', 'BWA', 'snpEff', 'FastQC', 'FreeBayes', 'FREEC', 'GATK', 'MSIsensor', 'MultiQC', 'QualiMap', 'SAMtools', 'TIDDIT', 'VCFtools']",8,"['erikwaskiewicz', 'sickle-in-africa', 'canceromics', 'jgolob', 'asthara10', 'xiaoli-dong', 'chelauk', 'xmuyulab']",29,"['maxulysse', 'nf-core-bot', 'xiaoli-dong', 'likelet', 'asthara10', 'skrakau', 'juneb4869', 'pcantalupo', 'malinlarsson', 'sminot', 'lconde-ucl', 'canceromics', 'apeltzer', 'lmyiing', 'szilvajuhos', 'chelauk', 'FriederikeHanssen', 'lescai', 'adrlar', 'huhehaotecrystal', 'erikwaskiewicz', 'jgolob', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'arontommi', 'jackmo375']",8,"['pathogen', 'ctdna-project', 'MeRIPseqPipe', 'maliampi', 'test_nextflow_sarek', 'scRNAseq_pipelines', 'saw.sarek', 'insertseq']"
2054,8,['SAMtools'],8,"['erikwaskiewicz', 'nf-core', 'yqshao', 'canceromics', 'sanger-tol', 'asthara10', 'xiaoli-dong', 'caspargross']",30,"['maxulysse', 'nf-core-bot', 'priyanka-surana', 'xiaoli-dong', 'evanfloden', 'charles-plessy', 'sc13-bioinf', 'likelet', 'asthara10', 'ashildv', 'alexhbnr', 'juneb4869', 'scarlhoff', 'TCLamnidis', 'canceromics', 'jfy133', 'maxibor', 'ZandraFagernas', 'aidaanva', 'ewels', 'phue', 'alexandregilardet', 'yqshao', 'erikwaskiewicz', 'IdoBar', 'olgabot', 'ggabernet', 'apeltzer', 'drpatelh', 'caspargross']",8,"['pathogen', 'readmapping', 'ctdna-project', 'MeRIPseqPipe', 'eager', 'tips', 'insertseq', 'HybridAssembly']"
2055,1,['SplAdder'],1,['athbaltzis'],1,['athbaltzis'],1,['diff-AS-nf']
2056,1,['seqtk'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2057,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools']",1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2058,1,['Diamond'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2059,1,['seqtk'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2060,5,['Bowtie'],4,"['nf-core', 'grpiccoli', 'peterk87', 'avantonder']",108,"['Mxrcon', 'nf-core-bot', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'rannick', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'MillironX', 'peterk87', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'pericsson', 'phue', 'lescai', 'annacprice', 'TrisKast', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",5,"['FOG', 'modules', 'cageseq', 'nf-virontus', 'assembleBAC']"
