,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
708,"{'bwlang', 'hoelzer', 'angelovangel', 'DataSpott', 'RaverJay', 'MarieLataretu', 'replikation'}",{'replikation'},{'poreCov'},7.0,1.0,4.0,1.0,"['ARTIC', 'SAMtools']"
709,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'xiaoli-dong', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'fbeghini', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'shbrief', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'bibo3', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'jwokaty', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'sunitj', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'xmeng', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'seandavi', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'bibo3', 'MGordon09', 'nibscbioinformatics', 'maxibor', 'FischbachLab', 'ABMicroBioinf', 'jianhong', 'nf-core', 'seandavi', 'xiaoli-dong'}","{'curatedMetagenomicsNextflow', 'nf-reads-profiler', 'metaphlan-nf', 'nf-core-bagobugs', 'modules', 'humann-nf', 'magph', 'popbom', 'shotgun', 'nf-core-cmgd'}",113.0,10.0,16.0,10.0,"['MetaPhlAn', 'Bowtie']"
710,"{'palatinate', 'philDTU'}",{'philDTU'},{'plasmidPublication'},2.0,1.0,1.0,1.0,"['Minimap2', 'BEDTools']"
711,"{'phelelani', 'erikrikarddaniel', 'lucacozzuto', 'michieitel', 'rivera10', 'RVanDamme', 'spficklin', 'cagescudero', 'ajodeh-juma', 'didillysquat', 'clemgoub', 'l-modolo', 'darcyabjones', 'replikation', 'mtmcgowan', 'marcodelapierre', 'a-lud'}","{'phelelani', 'SystemsGenetics', 'biocorecrg', 'RVanDamme', 'PalMuc', 'didillysquat', 'ajodeh-juma', 'clemgoub', 'danielyao12', 'darcyabjones', 'dakehero', 'LNUc-EEMiS', 'marcodelapierre'}","{'LGAflow', 'yamada', 'MUFFIN', 'viclara', 'panann', 'transcript_corral', 'dnaPipeTE2', 'TransPi', 'transcriptome_assembly', 'trinity-nf', 'Sanders-workflows', 'metatdenovo-dsl1', 'nf-rnaSeqMetagen'}",17.0,13.0,21.0,13.0,['Trinity']
712,{'BioWilko'},{'BioWilko'},{'genotyping-pipeline'},1.0,1.0,1.0,1.0,"['IDSM', 'GPalignment']"
713,"{'mahesh-panchal', 'aersoares81'}",{'NBISweden'},{'Earth-Biogenome-Project-pilot'},2.0,1.0,1.0,1.0,['KMC']
714,"{'schorlton', 'heathervant'}",{'awilson0'},{'bugseq-pipeline'},2.0,1.0,1.0,1.0,['URCFG']
715,"{'phue', 'nschan'}",{'phue'},{'aradeepopsis'},2.0,1.0,1.0,1.0,"['SAVER-X', 'MultiDataSet', 'STRAW', 'Rseg', 'maskBAD']"
716,"{'mjmansfi', 'chris-cheshire', 'charles-plessy', 'alexthiery', 'charlotte-west', 'BeibeiDu', 'candiceh08', 'kkuret', 'CharlotteAnne', 'drpatelh', 'ojziff', 'marc-jones', 'Rahul1711arora', 'ewels', 'amchakra', 'nf-core-bot', 'sidorov-si'}","{'nf-core', 'luslab'}","{'luslab-nf-modules', 'clipseq', 'nf-clip'}",17.0,2.0,3.0,3.0,"['TRUmiCount', 'BEDTools']"
717,{'erikrikarddaniel'},{'erikrikarddaniel'},{'magmap'},1.0,1.0,1.0,1.0,"['genomes', 'Mgenome', 'contaminationX']"
718,"{'fmalmeida', 'aishwaryagogate', 'alexandregilardet', 'agalitsyna', 'MSBradshaw', 'loipf', 'leipzig', 'sghurst', 'ZandraFagernas', 'alexhbnr', 'annacprice', 'oxfordfun', 'ewels', 'IdoBar', 'kevbrick', 'evanfloden', 'hpliner', 'TCLamnidis', 'michellejlin', 'c-guzman', 'ashildv', 'maxibor', 'wjv', 'skiniry', 'phue', 'brgew', 'merszym', 'martinghunt', 'sc13-bioinf', 'nf-core-bot', 'ggabernet', 'lilu-martin', 'aidaanva', 'lstevens17', 'JackCurragh', 'javaidm', 'pranathivemuri', 'mvanins', 'jfy133', 'scarlhoff', 'snafees', 'FirasSadiyah', 'charles-plessy', 'maxulysse', 'drpatelh', 'pgonzale60', 'apeltzer', 'olgabot', 'esrice', 'vpeddu'}","{'fmalmeida', 'heinzlab', 'FirasSadiyah', 'esrice', 'michellejlin', 'agalitsyna', 'loipf', 'mpieva', 'leipzig', 'tolkit', 'JackCurragh', 'nf-core', 'javaidm', 'mvanins', 'kevbrick', 'oxfordmmm', 'bbi-lab', 'czbiohub'}","{'preprocessing', 'riboseq_data_processing', 'm6a', 'pipeIt', 'bacannot', 'RedClib', 'eager', 'csrna', 'workflows', 'SOMvc-pipeline', 'covid_swift_pipeline', 'quicksand', 'nemADSQ', 'nf-unsplicedcds', 'bbi-sci', 'chip-seq-pipeline', 'stress_granule_RNA_manuscript', 'layer_lab_vc', 'NF-Workflow'}",50.0,18.0,24.0,19.0,"['SAMtools', 'SAMtools', 'SAMtools', 'BEDTools']"
719,{'coraliegimonnet'},{'coraliegimonnet'},{'BS-Seq_pipeline'},1.0,1.0,1.0,1.0,"['FastQC', 'Cutadapt', 'Bismark', 'SAMtools']"
720,"{'trev-f', 't-f-freeman'}",{'trev-f'},"{'SRAtac', 'SRAlign'}",2.0,1.0,2.0,2.0,['SAMBLASTER']
721,"{'grbot', 'alexpiper', 'kviljoen', 'cjfields', 'jrkirk61', 'pditommaso'}","{'alexpiper', 'HPCBio'}","{'piperline', '16S-rDNA-dada2-pipeline'}",6.0,2.0,2.0,2.0,"['DEFormats', 'FIT']"
722,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'drpowell', 'antunderwood', 'JoseEspinosa', 'adomingues', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Hammarn', 'Mxrcon', 'sofstam', 'd4straub', 'na399', 'nf-core-bot', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'kviljoen', 'ljmesi', 'matrulda', 'zxl124', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'olgabot', 'rpetit3', 'lassefolkersen', 'BABS-STP1', 'sven1103', 'marchoeppner', 'jfnavarro', 'SpikyClip', 'Galithil', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'jburos', 'stevekm', 'suzannejin', 'njspix', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'abotzki', 'jinmingda', 'muffato', 'MGordon09', 'vezzi', 'pranathivemuri', 'mvanins', 'jfy133', 'silviamorins', 'ray1919', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'jun-wan', 'subwaystation', 'paulklemm', 'AntoniaSchuster', 'ppericard', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'raygozag', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'alneberg', 'BatoolMM', 'alam1988', 'lpantano', 'rfenouil', 'tamara-hodgetts', 'riederd', 'bunop', 'veeravalli', 'KevinMenden', 'skrakau', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'abhi18av', 'jordwil', 'apeltzer', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'amayer21', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'george-hall-ucl', 'evanfloden', 'senthil10', 'chuan-wang', 'robsyme', 'SusiJo', 'orionzhou', 'jianhong', 'sysbiocoder', 'alex-botzki', 'klkeys', 'ggabernet', 'colindaven', 'c-mertes', 'GCJMackenzie', 'jemten', 'drejom', 'rsuchecki', 'FloWuenne', 'pcantalupo', 'projectoriented', 'kaurravneet4123', 'sofiahaglund', 'aanil', 'bjohnnyd', 'lauramble', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'ray1919', 'alam1988', 'junyu-boston', 'vibbits', 'nf-core', 'lauramble', 'harleenduggal', 'raygozag', 'mahesh-panchal'}","{'lRNA-Seq', 'Nextflow', 'RNASEQ', 'modules', 'nfcore-rnaseq', 'dicerna-rnaseq', 'rnaseq-editing', 'rnaseq', 'test_nfcore_workflow_chain', 'rnaseq-vizfada'}",152.0,9.0,11.0,10.0,"['STAR', 'Mgenome']"
723,{'Amanj1'},{'Amanj1'},{'TTVnucleoTranslations'},1.0,1.0,1.0,1.0,"['F3DAS', 'ARRP']"
724,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,2.0,1.0,['4peaks']
725,"{'oxfordfun', 'peterk87', 'happykhan', 'esteinig', 'dfornika', 'daviesdrew', 'CJREID', 'thanhleviet', 'davidealbanese'}","{'np-core', 'oxfordfun', 'metashot', 'peterk87', 'happykhan', 'dfornika', 'daviesdrew', 'CJREID', 'thanhleviet'}","{'nf-biohansel-sra-benchmark', 'variantcalling', 'modules', 'prok-snp', 'snplord-nf', 'nf-biohansel-snippy-comparison', 'nf-illmap', 'nf-nanopore-assembly', 'FunSnippy', 'nf-scripts', 'snippy-phylogenomics-nf'}",9.0,9.0,14.0,11.0,['snippy']
726,{'kevbrick'},{'kevbrick'},{'pipeIt'},1.0,1.0,1.0,1.0,"['BEDTools', 'BEDTools', 'meme_fimo']"
727,set(),{'grpiccoli'},{'FOG'},0.0,1.0,1.0,1.0,"['RepeatModeler', 'RepeatMasker']"
728,{'Puumanamana'},{'hawaiidatascience'},{'metaflowmics'},1.0,1.0,2.0,1.0,['Alphabet']
729,{'stekaz'},{'ampatchlab'},{'nf-rnaseq'},1.0,1.0,1.0,1.0,['RNA-SeQC']
