,Unnamed: 0,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
2442,2442,11,['SAMtools'],8,"['rmoran7', 'lifebit-ai', 'sickle-in-africa', 'mbosio85', 'nf-core', 'sripaladugu', 'cgpu', 'chelauk']",24,"['maxulysse', 'arontommi', 'nf-core-bot', 'rmoran7', 'mbosio85', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",11,"['GenomeChronicler-Sarek-nf', 'sarek', 'sarek-mirror', 'dx_sarek', 'germline_somatic', 'sarek-genomechronicler', 'sarek-mirror-cache', 'test_nextflow_sarek', 'ngs_variant_calling', 'pgp-chronek', 'saw.sarek']"
2448,2448,11,['ntEdit'],8,"['rmoran7', 'lifebit-ai', 'sickle-in-africa', 'nf-core', 'steepale', 'cgpu', 'chewbeckie', 'rwtaylor']",34,"['ErikDanielsson', 'maxulysse', 'nf-core-bot', 'lcabus-flomics', 'rmoran7', 'Hammarn', 'marcelm', 'PhilPalmer', 'pallolason', 'waffle-iron', 'steepale', 'chewbeckie', 'mjsteinbaugh', 'samuell', 'lpantano', 'ewels', 'pericsson', 'jemten', 'sdjebali', 'KevinMenden', 'jhagberg', 'glormph', 'chuan-wang', 'pprieto', 'pditommaso', 'cgpu', 'viklund', 'kusalananda', 'sirselim', 'apeltzer', 'drpatelh', 'rwtaylor', 'kstawiski', 'jackmo375']",11,"['sarek-mirror', 'mpcr-analyses-pipelines', 'dx_sarek', 'flye_ntedit_polish_graph_workflow', 'smrnaseq', 'sarek-mirror-cache', 'consensus-variant-caller', 'wgsfastqtobam', 'pgp-chronek', 'sparkling-gatk', 'saw.structural-variants']"
2449,2449,12,['SAMtools'],9,"['rmoran7', 'lifebit-ai', 'sickle-in-africa', 'nf-core', 'steepale', 'cgpu', 'rwtaylor', 'jdurbin', 'chrisjackson-pellicle']",19,"['sdomanskyi', 'jdurbin', 'chrisjackson-pellicle', 'rmoran7', 'marcelm', 'PhilPalmer', 'pallolason', 'waffle-iron', 'steepale', 'samuell', 'jhagberg', 'glormph', 'pprieto', 'cgpu', 'viklund', 'kusalananda', 'rwtaylor', 'james-dtg', 'jackmo375']",12,"['nf', 'HybPiper-RBGV', 'sarek-mirror', 'mpcr-analyses-pipelines', 'dx_sarek', 'sarek-mirror-cache', 'consensus-variant-caller', 'wgsfastqtobam', 'pgp-chronek', 'spatialtranscriptomics', 'sparkling-gatk', 'saw.structural-variants']"
2453,2453,11,['IGVtools'],9,"['nf-core', 'rmoran7', 'sickle-in-africa', 'lifebit-ai', 'robinfchan', 'cgpu', 'chewbeckie', 'melnel000', 'ssun1116']",37,"['imendes93', 'maxulysse', 'nf-core-bot', 'rmoran7', 'sk-sahu', 'marcelm', 'pallolason', 'waffle-iron', 'skrakau', 'chewbeckie', 'juneb4869', 'pcantalupo', 'malinlarsson', 'lconde-ucl', 'apeltzer', 'J35P312', 'robinfchan', 'szilvajuhos', 'kingzhuky', 'ewels', 'chelauk', 'FriederikeHanssen', 'lescai', 'adrlar', 'PeterBailey', 'Sebastian-D', 'dependabot[bot]', 'pditommaso', 'jfnavarro', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'arontommi', 'ssun1116', 'jackmo375']",11,"['sarek-mirror', 'bam2cram', 'meripseqpipe', 'dx_sarek', 'sarek-genomechronicler', 'Sarek_CBIO', 'Outbreak_EnrichmentCulture', 'scrnaseq', 'saw.sarek', 'sparkling-gatk', 'bisulfite_align_nf']"
2458,2458,10,['gffread'],8,"['nf-core', 'rmoran7', 'sickle-in-africa', 'lifebit-ai', 'robinfchan', 'cgpu', 'chewbeckie', 'ssun1116']",18,"['PeterBailey', 'rmoran7', 'maxulysse', 'sk-sahu', 'nf-core-bot', 'imendes93', 'dependabot[bot]', 'kingzhuky', 'cgpu', 'robinfchan', 'olgabot', 'ggabernet', 'chewbeckie', 'juneb4869', 'apeltzer', 'brucemoran', 'ssun1116', 'jackmo375']",10,"['sarek-mirror', 'citeseq-nf', 'meripseqpipe', 'dx_sarek', 'bam2cram', 'saw.snv-indel', 'sarek-genomechronicler', 'Outbreak_EnrichmentCulture', 'scrnaseq', 'somatic_exome_n-of-1']"
2459,2459,11,['Salmon'],9,"['javaidm', 'nf-core', 'rmoran7', 'sickle-in-africa', 'lifebit-ai', 'robinfchan', 'cgpu', 'chewbeckie', 'ssun1116']",20,"['imendes93', 'maxulysse', 'nf-core-bot', 'brucemoran', 'rmoran7', 'sk-sahu', 'chewbeckie', 'juneb4869', 'kingzhuky', 'robinfchan', 'javaidm', 'PeterBailey', 'dependabot[bot]', 'MSBradshaw', 'cgpu', 'olgabot', 'ggabernet', 'apeltzer', 'ssun1116', 'jackmo375']",11,"['sarek-mirror', 'citeseq-nf', 'meripseqpipe', 'dx_sarek', 'layer_lab_vc', 'saw.snv-indel', 'bam2cram', 'sarek-genomechronicler', 'Outbreak_EnrichmentCulture', 'scrnaseq', 'somatic_exome_n-of-1']"
2466,2466,9,"['SAMtools', 'SAMBLASTER']",8,"['nf-core', 'rmoran7', 'sickle-in-africa', 'lifebit-ai', 'mbosio85', 'sripaladugu', 'cgpu', 'chelauk']",24,"['maxulysse', 'arontommi', 'nf-core-bot', 'rmoran7', 'mbosio85', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",9,"['sarek', 'GenomeChronicler-Sarek-nf', 'sarek-mirror', 'dx_sarek', 'germline_somatic', 'test_nextflow_sarek', 'custom_sarek', 'ngs_variant_calling', 'saw.sarek']"
2504,2504,37,"['SAMtools', 'BWA']",26,"['nf-core', 'klamkiew', 'cguyomar', 'harleenduggal', 'rastiks', 'phac-nml', 'xiaoli-dong', 'katharily', 'guigolab', 'rikenbit', 'nibscbioinformatics', 'lengfei5', 'mahesh-panchal', 'madhyastha', 'clairecoleman1', 'chelauk', 'lwratten', 'vincenthhu', 'glormph', 'lifebit-ai', 'sickle-in-africa', 'thanhleviet', 'rbpisupati', 'h3abionet', 'iferres', 'nilesh-tawari']",194,"['rsuchecki', 'Mxrcon', 'sven1103', 'nf-core-bot', 'cguyomar', 'saramonzon', 'Galithil', 'amchakra', 'kviljoen', 'ktrns', 'aanil', 'Midnighter', 'kevbrick', 'malinlarsson', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'chelauk', 'jemten', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'Takadonet', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'erikrikarddaniel', 'yuifu', 'santiagorevale', 'alneberg', 'manabuishii', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'higsch', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'Rotholandus', 'jordwil', 'rannick', 'colindaven', 'bleazard', 'oschwengers', 'orionzhou', 'lengfei5', 'yuantianhpc', 'Jeremy1805', 'amayer21', 'AntoniaSchuster', 'avantonder', 'klkeys', 'drejom', 'myoshimura080822', 'fmalmeida', 'suzannejin', 'riederd', 'silviamorins', 'sysbiocoder', 'vezzi', 'ewels', 'grst', 'fullama', 'jcurado-flomics', 'alexandregilardet', 'tamuanand', 'SPPearce', 'adrlar', 'kkowalden', 'marchoeppner', 'vincenthhu', 'george-hall-ucl', 'jinmingda', 'jburos', 'jianhong', 'pditommaso', 'drpowell', 'rbpisupati', 'olgabot', 'hseabolt', 'SusiJo', 'mjakobs', 'davidmasp', 'lassefolkersen', 'chris-cheshire', 'rfenouil', 'FloWuenne', 'maxulysse', 'klamkiew', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'mvanins', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'grendon', 'candiceh08', 'madhyastha', 'lpantano', 'senthil10', 'spficklin', 'chadisaad', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'CharlotteAnne', 'BABS-STP1', 'antunderwood', 'd4straub', 'Danilo2771', 'morpholino', 'cgpu', 'projectoriented', 'bunop', 'mjcipriano', 'fbdtemme', 'sateeshperi', 'DarianHole', 'MillironX', 'pranathivemuri', 'rastiks', 'muffato', 'xiaoli-dong', 'Gwennid', 'veeravalli', 'piotr-faba-ardigen', 'katharily', 'ramprasadn', 'ntoda03', 'paulklemm', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'sidorov-si', 'adomingues', 'kojix2', 'emi80', 'GCJMackenzie', 'jun-wan', 'zxl124', 'skrakau', 'nickhsmith', 'MGordon09', 'svarona', 'emnilsson', 'matq007', 'heuermh', 'lconde-ucl', 'mahesh-panchal', 'tiagochst', 'aleksandrabliznina', 'abhi18av', 'clairecoleman1', 'maxibor', 'szilvajuhos', 'ppericard', 'pericsson', 'phue', 'lescai', 'annacprice', 'lwratten', 'RHReynolds', 'glormph', 'praveenraj2018', 'bjohnnyd', 'chuan-wang', 'charlotte-west', 'FelixKrueger', 'jfnavarro', 'cjfields', 'iferres', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'winni2k', 'jackmo375', 'nilesh-tawari-elanco']",33,"['clipseq', 'test_nfcore_workflow_chain', 'nf-core-viralevo', 'modules', 'scoop', 'nf-ase', 'HPCBio-Refgraph_pipeline', 'nf-core-umipreprocessing', 'GenomeChronicler-Sarek-nf', 'nf-core-westest', 'viralrecon', 'rnafusion', 'blast-pipeline', 'ncov-dehoster', 'test_nextflow_sarek', 'pe_stacks_pipeline', 'saw.sarek', 'CSI-nf', 'gatk-nextflow-sample', 'nfcore-rnaseq', 'chipseq', 'clipseq1', 'viralevo', 'magph', 'atacseq', 'atacseq_nf', 'nanorna', 'nf-haplocaller', 'nf-core-dda-quant-proteomics', 'nf-nanopore-assembly', 'RamDAQ-prototype', 'rnaseq-nf', 'viralclust']"
2505,2505,32,['Salmon'],24,"['nf-core', 'klamkiew', 'harleenduggal', 'cguyomar', 'ifremer-bioinformatics', 'rastiks', 'phac-nml', 'xiaoli-dong', 'np-core', 'replikation', 'nibscbioinformatics', 'lengfei5', 'dakehero', 'mahesh-panchal', 'madhyastha', 'clairecoleman1', 'scilus', 'chelauk', 'jiangfuqing', 'lwratten', 'glormph', 'lifebit-ai', 'sickle-in-africa', 'thanhleviet']",112,"['rsuchecki', 'cguyomar', 'nf-core-bot', 'sven1103', 'MarieLataretu', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'aanil', 'malinlarsson', 'bwlang', 'cnoel-sebimer', 'jemten', 'chelauk', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'Takadonet', 'robsyme', 'stevekm', 'thanhleviet', 'alneberg', 'apeltzer', 'angelovangel', 'Rotholandus', 'hoelzer', 'replikation', 'jordwil', 'rannick', 'colindaven', 'bleazard', 'orionzhou', 'lengfei5', 'amayer21', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'george-hall-ucl', 'marchoeppner', 'adrlar', 'jburos', 'jinmingda', 'pditommaso', 'drpowell', 'olgabot', 'davidmasp', 'chris-cheshire', 'rfenouil', 'maxulysse', 'klamkiew', 'DataSpott', 'kaurravneet4123', 'ljmesi', 'mvanins', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'madhyastha', 'esteinig', 'senthil10', 'Emiller88', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'morpholino', 'cgpu', 'projectoriented', 'RaverJay', 'StongeEtienne', 'DarianHole', 'pranathivemuri', 'rastiks', 'xiaoli-dong', 'veeravalli', 'Gwennid', 'paulklemm', 'ramprasadn', 'matrulda', 'SpikyClip', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'jchoude', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'svarona', 'heuermh', 'lconde-ucl', 'mahesh-panchal', 'tiagochst', 'abhi18av', 'clairecoleman1', 'ppericard', 'szilvajuhos', 'lwratten', 'lescai', 'glormph', 'chuan-wang', 'jfnavarro', 'ggabernet', 'arontommi', 'drpatelh', 'winni2k', 'jackmo375']",28,"['test_nfcore_workflow_chain', 'poreCov', 'nf-core-viralevo', 'modules', 'nf-ase', 'GenomeChronicler-Sarek-nf', 'viralrecon', 'ncov-dehoster', 'test_nextflow_sarek', 'FLORA', 'saw.sarek', 'gatk-nextflow-sample', 'nfcore-rnaseq', 'LGAflow', 'chipseq', 'clipseq1', 'viralevo', 'magph', 'tractoflow-pve', 'atacseq', 'atacseq_nf', 'nanorna', 'nf-core-dda-quant-proteomics', 'raredisease', 'nf-nanopore-assembly', 'scranger', 'Chip-seq', 'viralclust']"
2514,2514,7,['SAMtools'],7,"['nf-core', 'seandavi', 'cometsong', 'chaeyoung-lee', 'plateau-gao', 'tmc-hematopath', 'marcodelapierre']",22,"['maxulysse', 'cometsong', 'nf-core-bot', 'jtangrot', 'chaeyoung-lee', 'colindaven', 'PhilPalmer', 'emnilsson', 'seandavi', 'plateau-gao', 'ewels', 'asafpr', 'KevinMenden', 'nidhi12k', 'd4straub', 'tmc-hematopath', 'ggabernet', 'apeltzer', 'drpatelh', 'marcodelapierre', 'DiegoBrambilla', 'erikrikarddaniel']",7,"['smMIPS-Detection-Pipeline', 'ampliseq', 'CUTnTag', 'illumina-nf', 'nf-core-cmgd', 'gcp_genomics_api', 'ATAC_Seq_nxf']"
2518,2518,36,['Centrifuge'],24,"['nf-core', 'peterk87', 'harleenduggal', 'liameabbott', 'xiaoli-dong', 'kaizhang', 'telatin', 'cidgoh', 'replikation', 'gis-rpd', 'nibscbioinformatics', 'mahesh-panchal', 'madhyastha', 'icgc-argo-workflows', 'kingzhuky', 'chelauk', 'luslab', 'grpiccoli', 'vincenthhu', 'sickle-in-africa', 'raygozag', 'sheenamt', 'leipzig', 'ralsallaq']",120,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'amchakra', 'kviljoen', 'aanil', 'malinlarsson', 'andreas-wilm', 'azure-pipelines[bot]', 'chelauk', 'jemten', 'hknahal', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'thanhleviet', 'alneberg', 'apeltzer', 'leipzig', 'BeibeiDu', 'DiegoBrambilla', 'marc-jones', 'duanjunhyq', 'Rahul1711arora', 'replikation', 'jordwil', 'rannick', 'jtangrot', 'colindaven', 'orionzhou', 'amayer21', 'avantonder', 'lindaxiang', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'lepsalex', 'grst', 'alexandregilardet', 'adrlar', 'marchoeppner', 'george-hall-ucl', 'asafpr', 'jburos', 'vincenthhu', 'pditommaso', 'drpowell', 'olgabot', 'sheenamt', 'davidmasp', 'chris-cheshire', 'rfenouil', 'maxulysse', 'liameabbott', 'kaizhang', 'telatin', 'kaurravneet4123', 'kkuret', 'ljmesi', 'mult1fractal', 'mvanins', 'andricDu', 'PhilPalmer', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'candiceh08', 'vmikk', 'madhyastha', 'kingzhuky', 'senthil10', 'Emiller88', 'anwarMZ', 'CharlotteAnne', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'projectoriented', 'junjun-zhang', 'peterk87', 'pranathivemuri', 'xiaoli-dong', 'Gwennid', 'veeravalli', 'paulklemm', 'ramprasadn', 'matrulda', 'ojziff', 'SpikyClip', 'Hammarn', 'sofiahaglund', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'juneb4869', 'emnilsson', 'lconde-ucl', 'mahesh-panchal', 'abhi18av', 'ppericard', 'szilvajuhos', 'alexthiery', 'lescai', 'TrisKast', 'raygozag', 'chuan-wang', 'charlotte-west', 'jfnavarro', 'ggabernet', 'arontommi', 'drpatelh', 'ralsallaq', 'jackmo375', 'erikrikarddaniel']",32,"['nextflow-example', 'test_nfcore_workflow_chain', 'nf-core-conva', 'reference-database', 'nf-core-viralevo', 'hrd_pipeline', 'bactmap', 'scoop', 'cageseq', 'mnaseseq', 'nf-core-westest', 'metaGx_nf', 'RNASEQ', 'FOG', 'dna-seq-processing-wfs', 'docker_pipelines', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'nf-villumina', 'saw.sarek', 'nf-core-umi_preprocessing', 'gatk-nextflow-sample', 'magph', 'm6a', 'scATAC-benchmark', 'rnaseq', 'meripseqpipe', 'ampliseq', 'cidgoh_qc', 'nf-core-modules', 'nf-core-egatransfer', 'nf-clip', 'raredisease']"
2519,2519,30,['BWA'],21,"['nf-core', 'peterk87', 'harleenduggal', 'liameabbott', 'xiaoli-dong', 'telatin', 'cidgoh', 'replikation', 'gis-rpd', 'nibscbioinformatics', 'madhyastha', 'icgc-argo-workflows', 'sanger-tol', 'kingzhuky', 'chelauk', 'luslab', 'sickle-in-africa', 'jgolob', 'sheenamt', 'leipzig', 'ralsallaq']",113,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'amchakra', 'kviljoen', 'aanil', 'malinlarsson', 'andreas-wilm', 'azure-pipelines[bot]', 'chelauk', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'jgolob', 'alneberg', 'apeltzer', 'leipzig', 'BeibeiDu', 'DiegoBrambilla', 'marc-jones', 'duanjunhyq', 'Rahul1711arora', 'replikation', 'jordwil', 'jtangrot', 'colindaven', 'bleazard', 'orionzhou', 'sminot', 'amayer21', 'lindaxiang', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'lepsalex', 'grst', 'adrlar', 'marchoeppner', 'george-hall-ucl', 'asafpr', 'jburos', 'pditommaso', 'drpowell', 'olgabot', 'sheenamt', 'davidmasp', 'chris-cheshire', 'rfenouil', 'maxulysse', 'liameabbott', 'telatin', 'kaurravneet4123', 'kkuret', 'mult1fractal', 'mvanins', 'andricDu', 'PhilPalmer', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'candiceh08', 'vmikk', 'madhyastha', 'kingzhuky', 'senthil10', 'Emiller88', 'anwarMZ', 'CharlotteAnne', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'junjun-zhang', 'peterk87', 'priyanka-surana', 'pranathivemuri', 'xiaoli-dong', 'veeravalli', 'paulklemm', 'matrulda', 'ojziff', 'SpikyClip', 'Hammarn', 'sofiahaglund', 'adomingues', 'jaserud', 'jun-wan', 'zxl124', 'skrakau', 'juneb4869', 'emnilsson', 'lconde-ucl', 'mahesh-panchal', 'ignaciot', 'abhi18av', 'ppericard', 'szilvajuhos', 'alexthiery', 'lescai', 'TrisKast', 'chuan-wang', 'charlotte-west', 'jfnavarro', 'ggabernet', 'arontommi', 'drpatelh', 'ralsallaq', 'jackmo375', 'erikrikarddaniel']",28,"['nextflow-example', 'nf-core-conva', 'reference-database', 'nf-core-viralevo', 'hrd_pipeline', 'nextflow-data-processing-utility-tools', 'cageseq', 'nascent', 'metaGx_nf', 'RNASEQ', 'maliampi', 'docker_pipelines', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'test_nextflow_sarek', 'nf-villumina', 'saw.sarek', 'nf-core-umi_preprocessing', 'gatk-nextflow-sample', 'readmapping', 'viralevo', 'magph', 'm6a', 'meripseqpipe', 'ampliseq', 'cidgoh_qc', 'nf-core-modules', 'nf-core-egatransfer', 'nf-clip']"
2521,2521,9,['GATK'],8,"['javaidm', 'rmoran7', 'lifebit-ai', 'sickle-in-africa', 'nf-core', 'sripaladugu', 'chelauk', 'nibscbioinformatics']",26,"['maxulysse', 'arontommi', 'nf-core-bot', 'rmoran7', 'skrakau', 'malinlarsson', 'MGordon09', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'javaidm', 'jfnavarro', 'MSBradshaw', 'cgpu', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",9,"['GenomeChronicler-Sarek-nf', 'sarek', 'layer_lab_vc', 'dx_sarek', 'germline_somatic', 'test_nextflow_sarek', 'custom_sarek', 'nf-core-bagobugs', 'saw.sarek']"
2522,2522,6,"['GATK', 'GATK']",6,"['nf-core', 'rmoran7', 'sickle-in-africa', 'sripaladugu', 'chelauk', 'rnharmening']",24,"['maxulysse', 'arontommi', 'nf-core-bot', 'rmoran7', 'sk-sahu', 'sripaladugu', 'skrakau', 'malinlarsson', 'pcantalupo', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'FriederikeHanssen', 'rnharmening', 'lescai', 'adrlar', 'PeterBailey', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",6,"['dx_sarek', 'nf-multipleReferenceMapper', 'test_nextflow_sarek', 'nextflow_align', 'scrnaseq', 'saw.sarek']"
2523,2523,7,"['SAMtools', 'SAMtools']",7,"['nf-core', 'lifebit-ai', 'sickle-in-africa', 'rmoran7', 'robinfchan', 'chelauk', 'ssun1116']",17,"['imendes93', 'dependabot[bot]', 'PeterBailey', 'sk-sahu', 'nf-core-bot', 'maxulysse', 'rmoran7', 'robinfchan', 'cgpu', 'olgabot', 'ggabernet', 'chelauk', 'kingzhuky', 'juneb4869', 'apeltzer', 'ssun1116', 'jackmo375']",7,"['meripseqpipe', 'bam2cram', 'citeseq-nf', 'dx_sarek', 'saw.snv-indel', 'test_nextflow_sarek', 'scrnaseq']"
2524,2524,6,['MultiQC'],6,"['rmoran7', 'nf-core', 'sickle-in-africa', 'steepale', 'chelauk', 'rwtaylor']",31,"['ErikDanielsson', 'maxulysse', 'nf-core-bot', 'lcabus-flomics', 'rmoran7', 'Hammarn', 'marcelm', 'pallolason', 'waffle-iron', 'steepale', 'mjsteinbaugh', 'samuell', 'lpantano', 'chelauk', 'ewels', 'pericsson', 'jemten', 'sdjebali', 'KevinMenden', 'jhagberg', 'glormph', 'chuan-wang', 'pditommaso', 'viklund', 'kusalananda', 'sirselim', 'apeltzer', 'drpatelh', 'rwtaylor', 'kstawiski', 'jackmo375']",6,"['mpcr-analyses-pipelines', 'dx_sarek', 'smrnaseq', 'test_nextflow_sarek', 'nf-core-mutenrich', 'saw.structural-variants']"
2525,2525,6,['MarkDuplicates (IP)'],6,"['rmoran7', 'nf-core', 'sickle-in-africa', 'steepale', 'chelauk', 'rwtaylor']",14,"['samuell', 'rmoran7', 'glormph', 'jhagberg', 'marcelm', 'sdomanskyi', 'pallolason', 'waffle-iron', 'steepale', 'viklund', 'chelauk', 'kusalananda', 'rwtaylor', 'jackmo375']",6,"['mpcr-analyses-pipelines', 'dx_sarek', 'test_nextflow_sarek', 'wgsfastqtobam', 'spatialtranscriptomics', 'saw.structural-variants']"
2527,2527,6,['BCFtools'],5,"['nf-core', 'rmoran7', 'sickle-in-africa', 'sripaladugu', 'chelauk']",22,"['maxulysse', 'arontommi', 'nf-core-bot', 'rmoran7', 'skrakau', 'malinlarsson', 'pcantalupo', 'BrunoGrandePhD', 'lconde-ucl', 'szilvajuhos', 'chelauk', 'ewels', 'FriederikeHanssen', 'lescai', 'adrlar', 'jfnavarro', 'olgabot', 'ggabernet', 'alneberg', 'davidmasp', 'apeltzer', 'jackmo375']",6,"['sarek', 'dx_sarek', 'germline_somatic', 'test_nextflow_sarek', 'custom_sarek', 'saw.sarek']"
2534,2534,28,"['BCFtools', 'BCFtools']",21,"['nf-core', 'harleenduggal', 'xiaoli-dong', 'christopher-hakkaart', 'replikation', 'gis-rpd', 'noamteyssier', 'nibscbioinformatics', 'dakehero', 'ramadatta', 'mahesh-panchal', 'icgc-argo-workflows', 'jiangfuqing', 'pgonzale60', 'lwratten', 'kkerns85', 'lifebit-ai', 'sickle-in-africa', 'thanhleviet', 'leipzig', 'sarseq']",99,"['rsuchecki', 'nf-core-bot', 'sven1103', 'Galithil', 'kviljoen', 'aanil', 'malinlarsson', 'andreas-wilm', 'azure-pipelines[bot]', 'jemten', 'chelauk', 'hknahal', 'na399', 'FriederikeHanssen', 'drewjbeh', 'KevinMenden', 'robsyme', 'thanhleviet', 'alneberg', 'apeltzer', 'leipzig', 'Rotholandus', 'replikation', 'Zethson', 'jordwil', 'rannick', 'colindaven', 'bleazard', 'orionzhou', 'ramadatta', 'amayer21', 'lindaxiang', 'drejom', 'silviamorins', 'vezzi', 'ewels', 'grst', 'pgonzale60', 'adrlar', 'marchoeppner', 'george-hall-ucl', 'jburos', 'jinmingda', 'pditommaso', 'drpowell', 'olgabot', 'davidmasp', 'chris-cheshire', 'rfenouil', 'maxulysse', 'kaurravneet4123', 'ljmesi', 'mult1fractal', 'mvanins', 'PhilPalmer', 'c-mertes', 'pcantalupo', 'mashehu', 'lpantano', 'senthil10', 'Emiller88', 'JoseEspinosa', 'kkerns85', 'BABS-STP1', 'd4straub', 'projectoriented', 'junjun-zhang', 'pranathivemuri', 'xiaoli-dong', 'veeravalli', 'Gwennid', 'paulklemm', 'ramprasadn', 'matrulda', 'SpikyClip', 'noamteyssier', 'sofiahaglund', 'Hammarn', 'adomingues', 'jun-wan', 'zxl124', 'skrakau', 'lconde-ucl', 'mahesh-panchal', 'tiagochst', 'abhi18av', 'ppericard', 'szilvajuhos', 'lwratten', 'lescai', 'chuan-wang', 'pprieto', 'jfnavarro', 'ggabernet', 'arontommi', 'drpatelh', 'sarseq', 'winni2k', 'jackmo375']",24,"['nextflow', 'nf-core-viralevo', 'nextflow_pipelines', 'sanger-wxs-variant-calling', 'genokmer_hifi', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'docker_pipelines', 'midas_nextflow', 'CRISPR-Cas-off-target-identification', 'saw.sarek', 'nf-core-alttemplate', 'nfcore-rnaseq', 'LGAflow', 'chipseq', 'viralevo', 'magph', 'm6a', 'atacseq', 'nanorna', 'sarseq2', 'GangSTR', 'raredisease', 'nf-nanopore-assembly', 'bench']"
2536,2536,10,['Centrifuge'],8,"['nf-core', 'peterk87', 'czbiohub', 'trev-f', 'telatin', 'loipf', 'quinlan-lab', 'chrstphdm']",28,"['maxulysse', 'nf-core-bot', 'peterk87', 'pranathivemuri', 'trev-f', 'snafees', 'telatin', 'loipf', 't-f-freeman', 'jtangrot', 'colindaven', 'PhilPalmer', 'emnilsson', 'mashehu', 'vmikk', 'ewels', 'drewjbeh', 'asafpr', 'KevinMenden', 'brwnj', 'jinmingda', 'd4straub', 'ggabernet', 'apeltzer', 'drpatelh', 'chrstphdm', 'DiegoBrambilla', 'erikrikarddaniel']",9,"['DNAseq-pipeline', 'SRAtac', 'nextflow-example', 'nf-unsplicedcds', 'ampliseq', 'nxf_course', 'preon', 'nf-villumina', 'atacseq']"
2538,2538,2,['kraken2'],2,"['nf-core', 'cidgoh']",16,"['AntoniaSchuster', 'maxulysse', 'HadrienG', 'nf-core-bot', 'd4straub', 'jfy133', 'maxibor', 'duanjunhyq', 'ggabernet', 'ewels', 'skrakau', 'alneberg', 'heuermh', 'apeltzer', 'anwarMZ', 'KevinMenden']",2,"['mag', 'cidgoh_qc']"
