,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
2106,1,['MapDamage'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2107,1,"['BaMM', 'SAMtools', 'SAMtools']",1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2108,1,['QualiMap'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2109,1,['BEDTools'],1,['archgen'],1,['archgen'],1,['ACAD_Nextflow_Pipeline']
2110,1,"['MiXCR', 'MiXCR', 'MiXCR']",1,['arontommi'],1,['arontommi'],1,['nf-mixcr']
2111,1,['PRANK'],1,['arzwa'],1,['arzwa'],1,['whaleprep']
2112,1,['kraken2'],1,['asadprodhan'],1,['asadprodhan'],1,['How-to-run-Kraken2-on-HPC-using-Singularity-container-and-Nextflow']
2113,1,['G-BLASTN'],1,['asafpr'],0,[],1,['sRNA_finder']
2114,1,['LORD'],1,['asafpr'],0,[],1,['sRNA_finder']
2115,1,['Belvu'],1,['asafpr'],0,[],1,['sRNA_finder']
2116,1,['PEAR'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2117,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2118,1,['SPAdes'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2119,1,['MindTheGap'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2120,1,['BWA'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2121,1,['GATB'],1,['ashdederich'],1,['ashdederich'],1,['Symbiont_genomeAssembly']
2122,1,['Salmon'],1,['askimed'],2,"['seppinho', 'lukfor']",1,['nf-test-examples']
2123,1,['Salmon'],1,['askimed'],2,"['seppinho', 'lukfor']",1,['nf-test-examples']
2124,6,['MultiQC'],6,"['nf-core', 'yqshao', 'baiyuanxiang', 'xiaoli-dong', 'asthara10', 'espelpz']",6,"['yqshao', 'remiolsen', 'ewels', 'snewhouse', 'xiaoli-dong', 'asthara10']",6,"['insertseq', 'pathogen', 'ngs_nextflow', 'taranispip', 'tips', 'neutronstar']"
2125,8,"['BCFtools', 'BWA', 'snpEff', 'FastQC', 'FreeBayes', 'FREEC', 'GATK', 'MSIsensor', 'MultiQC', 'QualiMap', 'SAMtools', 'TIDDIT', 'VCFtools']",8,"['chelauk', 'erikwaskiewicz', 'xiaoli-dong', 'canceromics', 'asthara10', 'sickle-in-africa', 'jgolob', 'xmuyulab']",29,"['davidmasp', 'alneberg', 'lmyiing', 'chelauk', 'ggabernet', 'canceromics', 'skrakau', 'lconde-ucl', 'likelet', 'lescai', 'pcantalupo', 'adrlar', 'juneb4869', 'nf-core-bot', 'erikwaskiewicz', 'maxulysse', 'malinlarsson', 'jgolob', 'jfnavarro', 'jackmo375', 'apeltzer', 'olgabot', 'szilvajuhos', 'huhehaotecrystal', 'sminot', 'arontommi', 'xiaoli-dong', 'FriederikeHanssen', 'asthara10']",8,"['saw.sarek', 'MeRIPseqPipe', 'insertseq', 'scRNAseq_pipelines', 'pathogen', 'test_nextflow_sarek', 'maliampi', 'ctdna-project']"
2126,8,['SAMtools'],8,"['sanger-tol', 'yqshao', 'erikwaskiewicz', 'xiaoli-dong', 'canceromics', 'asthara10', 'caspargross', 'nf-core']",30,"['yqshao', 'alexandregilardet', 'ggabernet', 'sc13-bioinf', 'canceromics', 'maxibor', 'likelet', 'juneb4869', 'nf-core-bot', 'erikwaskiewicz', 'evanfloden', 'IdoBar', 'maxulysse', 'TCLamnidis', 'ashildv', 'drpatelh', 'scarlhoff', 'apeltzer', 'aidaanva', 'ewels', 'olgabot', 'phue', 'priyanka-surana', 'ZandraFagernas', 'xiaoli-dong', 'asthara10', 'charles-plessy', 'caspargross', 'alexhbnr', 'jfy133']",8,"['MeRIPseqPipe', 'insertseq', 'pathogen', 'readmapping', 'tips', 'HybridAssembly', 'eager', 'ctdna-project']"
2127,1,['SplAdder'],1,['athbaltzis'],1,['athbaltzis'],1,['diff-AS-nf']
2128,1,['SplAdder'],1,['athbaltzis'],1,['athbaltzis'],1,['diff-AS-nf']
2129,1,['seqtk'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2130,1,"['BWA', 'BWA', 'SAMtools', 'SAMtools']",1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2131,1,['Diamond'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2132,1,['seqtk'],1,['austinreidmanny'],1,['austinreidmanny'],1,['raven-nf']
2133,5,['Bowtie'],4,"['avantonder', 'grpiccoli', 'peterk87', 'nf-core']",108,"['subwaystation', 'praveenraj2018', 'suzannejin', 'ramprasadn', 'projectoriented', 'ljmesi', 'fullama', 'GCJMackenzie', 'Midnighter', 'peterk87', 'avantonder', 'yocra3', 'drpatelh', 'Emiller88', 'nickhsmith', 'Mark-S-Hill', 'nebfield', 'c-mertes', 'i-pletenev', 'JoseEspinosa', 'MGordon09', 'stevekm', 'Danilo2771', 'sruthipsuresh', 'njspix', 'mjakobs', 'TrisKast', 'lescai', 'tamara-hodgetts', 'antunderwood', 'maxulysse', 'Gwennid', 'santiagorevale', 'sofstam', 'SPPearce', 'FelixKrueger', 'apeltzer', 'MillironX', 'FloWuenne', 'spficklin', 'pericsson', 'arontommi', 'FriederikeHanssen', 'louperelo', 'charles-plessy', 'thanhleviet', 'lassefolkersen', 'chris-cheshire', 'alexandregilardet', 'candiceh08', 'ntoda03', 'grst', 'rannick', 'muffato', 'riederd', 'nf-core-bot', 'andersgs', 'heuermh', 'sima-r', 'BatoolMM', 'Darcy220606', 'jfnavarro', 'fbdtemme', 'mahesh-panchal', 'rpetit3', 'KevinMenden', 'annacprice', 'aleksandrabliznina', 'mjcipriano', 'jianhong', 'oschwengers', 'ajodeh-juma', 'ggabernet', 'sguizard', 'emnilsson', 'sysbiocoder', 'maxibor', 'pditommaso', 'piotr-faba-ardigen', 'bjohnnyd', 'lskatz', 'Jeremy1805', 'kmurat1', 'SusiJo', 'Erkison', 'bunop', 'Mxrcon', 'yuukiiwa', 'sateeshperi', 'tamuanand', 'AntoniaSchuster', 'kevbrick', 'mashehu', 'erikrikarddaniel', 'ewels', 'hseabolt', 'sidorov-si', 'RHReynolds', 'jinmingda', 'phue', 'jemten', 'kojix2', 'd4straub', 'fmalmeida', 'kaurravneet4123', 'klkeys', 'jfy133', 'abhi18av']",5,"['modules', 'assembleBAC', 'nf-virontus', 'FOG', 'cageseq']"
2134,26,"['GenomeFlow', 'Mgenome', 'Primer']",19,"['thanhleviet', 'chelauk', 'nibscbioinformatics', 'dakehero', 'lifebit-ai', 'sarseq', 'peterk87', 'sickle-in-africa', 'leipzig', 'avantonder', 'nf-core', 'lwratten', 'kingzhuky', 'icgc-argo-workflows', 'ralsallaq', 'noamteyssier', 'harleenduggal', 'xiaoli-dong', 'cirrina']",96,"['pranathivemuri', 'ramprasadn', 'projectoriented', 'amayer21', 'ljmesi', 'lconde-ucl', 'rsuchecki', 'drejom', 'matrulda', 'adrlar', 'pprieto', 'mvanins', 'peterk87', 'silviamorins', 'avantonder', 'drpatelh', 'winni2k', 'tiagochst', 'robsyme', 'george-hall-ucl', 'jackmo375', 'paulklemm', 'Hammarn', 'Emiller88', 'jordwil', 'c-mertes', 'JoseEspinosa', 'alneberg', 'Galithil', 'sofiahaglund', 'lindaxiang', 'chelauk', 'na399', 'skrakau', 'chuan-wang', 'rfenouil', 'lescai', 'ppericard', 'maxulysse', 'Gwennid', 'kviljoen', 'lwratten', 'apeltzer', 'jun-wan', 'zxl124', 'arontommi', 'FriederikeHanssen', 'cirrina', 'veeravalli', 'thanhleviet', 'chris-cheshire', 'drpowell', 'adomingues', 'junjun-zhang', 'lpantano', 'grst', 'rannick', 'juneb4869', 'nf-core-bot', 'vezzi', 'kingzhuky', 'sven1103', 'jfnavarro', 'mahesh-panchal', 'noamteyssier', 'KevinMenden', 'PhilPalmer', 'szilvajuhos', 'drewjbeh', 'colindaven', 'Rotholandus', 'davidmasp', 'senthil10', 'ggabernet', 'SpikyClip', 'pditommaso', 'pcantalupo', 'malinlarsson', 'sarseq', 'leipzig', 'jburos', 'BABS-STP1', 'mashehu', 'hknahal', 'ewels', 'ralsallaq', 'olgabot', 'orionzhou', 'jinmingda', 'jemten', 'marchoeppner', 'xiaoli-dong', 'd4straub', 'aanil', 'kaurravneet4123', 'abhi18av']",23,"['saw.sarek', 'assembleBAC', 'nanorna-bam', 'nf-virontus', 'meripseqpipe', 'atacseq', 'raredisease', 'nf-core-viralevo', 'sarseq2', 'magph', 'm6a', 'ExpansionHunter', 'nanorna', 'sanger-wgs-variant-calling', 'nf-core-mutectplatypus', 'ctg-rnaseq', 'test_nextflow_sarek', 'nf-nanopore-assembly', 'nfcore-rnaseq', 'nextflow_pipelines', 'LGAflow', 'metaGx_nf', 'chipseq']"
2135,38,['pcaMethods'],24,"['thanhleviet', 'gwright99', 'ramadatta', 'lengfei5', 'chelauk', 'nibscbioinformatics', 'lifebit-ai', 'kaizhang', 'kkerns85', 'peterk87', 'vincenthhu', 'sickle-in-africa', 'avantonder', 'nf-core', 'lwratten', 'grpiccoli', 'icgc-argo-workflows', 'mahesh-panchal', 'harleenduggal', 'replikation', 'xiaoli-dong', 'cirrina', 'raygozag', 'gis-rpd']",182,"['subwaystation', 'pranathivemuri', 'praveenraj2018', 'suzannejin', 'ramprasadn', 'projectoriented', 'amayer21', 'ljmesi', 'fullama', 'lconde-ucl', 'drejom', 'rsuchecki', 'GCJMackenzie', 'matrulda', 'adrlar', 'pprieto', 'kkerns85', 'Midnighter', 'mvanins', 'angelovangel', 'peterk87', 'avantonder', 'yocra3', 'drpatelh', 'winni2k', 'silviamorins', 'tiagochst', 'robsyme', 'george-hall-ucl', 'jackmo375', 'paulklemm', 'Hammarn', 'Emiller88', 'nickhsmith', 'Mark-S-Hill', 'bwlang', 'nebfield', 'jordwil', 'c-mertes', 'i-pletenev', 'JoseEspinosa', 'MGordon09', 'stevekm', 'alneberg', 'Galithil', 'Danilo2771', 'sofiahaglund', 'lindaxiang', 'chelauk', 'na399', 'skrakau', 'sruthipsuresh', 'njspix', 'andreas-wilm', 'mjakobs', 'chuan-wang', 'kaizhang', 'TrisKast', 'lescai', 'tamara-hodgetts', 'rfenouil', 'ppericard', 'antunderwood', 'maxulysse', 'Gwennid', 'santiagorevale', 'vincenthhu', 'sofstam', 'kviljoen', 'SPPearce', 'lwratten', 'FelixKrueger', 'hoelzer', 'apeltzer', 'MillironX', 'FloWuenne', 'spficklin', 'jun-wan', 'replikation', 'zxl124', 'pericsson', 'arontommi', 'veeravalli', 'cirrina', 'FriederikeHanssen', 'louperelo', 'charles-plessy', 'thanhleviet', 'ramadatta', 'lassefolkersen', 'chris-cheshire', 'alexandregilardet', 'drpowell', 'candiceh08', 'adomingues', 'ntoda03', 'junjun-zhang', 'lpantano', 'grst', 'rannick', 'muffato', 'riederd', 'nf-core-bot', 'andersgs', 'heuermh', 'vezzi', 'sima-r', 'BatoolMM', 'Darcy220606', 'sven1103', 'jfnavarro', 'fbdtemme', 'mahesh-panchal', 'rpetit3', 'KevinMenden', 'PhilPalmer', 'szilvajuhos', 'RaverJay', 'annacprice', 'drewjbeh', 'colindaven', 'aleksandrabliznina', 'mjcipriano', 'raygozag', 'Rotholandus', 'jianhong', 'DataSpott', 'oschwengers', 'davidmasp', 'senthil10', 'lengfei5', 'ajodeh-juma', 'ggabernet', 'sguizard', 'emnilsson', 'SpikyClip', 'sysbiocoder', 'maxibor', 'pditommaso', 'piotr-faba-ardigen', 'pcantalupo', 'bjohnnyd', 'lskatz', 'Jeremy1805', 'kmurat1', 'SusiJo', 'malinlarsson', 'Erkison', 'jburos', 'bunop', 'Mxrcon', 'azure-pipelines[bot]', 'yuukiiwa', 'sateeshperi', 'tamuanand', 'AntoniaSchuster', 'bleazard', 'kevbrick', 'mashehu', 'BABS-STP1', 'erikrikarddaniel', 'hknahal', 'ewels', 'hseabolt', 'sidorov-si', 'olgabot', 'RHReynolds', 'orionzhou', 'jinmingda', 'phue', 'jemten', 'kojix2', 'marchoeppner', 'xiaoli-dong', 'd4straub', 'aanil', 'fmalmeida', 'kaurravneet4123', 'klkeys', 'MarieLataretu', 'jfy133', 'abhi18av']",34,"['saw.sarek', 'nf-core-umipreprocessing', 'atacseq_nf', 'nf-core-westest', 'GangSTR', 'assembleBAC', 'nf-virontus', 'cageseq', 'atacseq', 'raredisease', 'nf-core-viralevo', 'midas_nextflow', 'magph', 'nf-core-umi_preprocessing', 'scATAC-benchmark', 'nanorna', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'sanger-wgs-variant-calling', 'modules', 'nf-core-mutectplatypus', 'ctg-rnaseq', 'test_nextflow_sarek', 'nf-nanopore-assembly', 'viralevo', 'nf-core-dragen', 'nfcore-rnaseq', 'nf-core-alttemplate', 'poreCov', 'scranger', 'FOG', 'chipseq', 'nextflow', 'test_nfcore_workflow_chain', 'rnaseq']"
2136,1,['shovill'],1,['avantonder'],1,['avantonder'],1,['assembleBAC']
2137,1,['GATK'],1,['aws-samples'],2,"['amazon-auto', 'mderan-da']",1,['aws-gatk-recipe-nextflow-pipeline']
2138,1,['GATK'],1,['aws-samples'],2,"['amazon-auto', 'mderan-da']",1,['aws-gatk-recipe-nextflow-pipeline']
2139,1,['GATK'],1,['aws-samples'],2,"['amazon-auto', 'mderan-da']",1,['aws-gatk-recipe-nextflow-pipeline']
2140,1,['GATK'],1,['aws-samples'],2,"['amazon-auto', 'mderan-da']",1,['aws-gatk-recipe-nextflow-pipeline']
2141,1,['GATK'],1,['aws-samples'],2,"['amazon-auto', 'mderan-da']",1,['aws-gatk-recipe-nextflow-pipeline']
2142,1,['SAMtools'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2143,1,['BWA'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2144,1,['GATK'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2145,2,['FastQC'],2,"['b600a', 'bactopia']",8,"['bhbhjs', 'ythaworn', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'Accio', 'fmaguire']",2,"['tuber', 'bactopia']"
2146,1,['MultiQC'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2147,1,['Trimmomatic'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2148,1,['FastQC'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2149,1,['MultiQC'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2150,1,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'GATK', 'SAMtools']",1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2151,1,['GATK'],1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2152,1,"['GATK', 'GATK']",1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2153,1,"['GATK', 'GATK', 'BCFtools']",1,['b600a'],3,"['b600a', 'bhbhjs', 'ythaworn']",1,['tuber']
2154,1,"['JSpecies', 'Proteins API', 'RNAmmer', 'Rfam', 'Prokka']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2155,1,['HiCapTools'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2156,1,['Mash'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2157,1,['Mash'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2158,1,['G-BLASTN'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2159,2,['ABRicate'],2,"['bcgsc', 'bactopia']",6,"['TGotwig', 'rpetit3', 'RichardCorbett', 'Mxrcon', 'Accio', 'fmaguire']",2,"['TMBur', 'bactopia']"
2160,1,"['Kmer-SSR', 'FastQC', 'Mash', 'sourmash']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2161,1,"['BWA', 'BWA', 'BWA', 'BWA', 'BWA', 'SAMtools', 'SAMtools']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2162,1,['Rgin'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2163,1,['SCHEMA'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2164,1,['SISTR'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2165,1,"['nanopolish', 'Unicycler', 'MBASED', 'SPAdes']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2166,1,"['FastQC', 'Mash', 'sourmash']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2167,1,"['FastQC', 'Mash', 'Mash', 'snippy']",1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2168,1,['kraken2'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2169,1,['Scoary'],1,['bactopia'],5,"['TGotwig', 'rpetit3', 'Mxrcon', 'Accio', 'fmaguire']",1,['bactopia']
2170,1,['Sambamba'],1,['baiyuanxiang'],1,['snewhouse'],1,['ngs_nextflow']
2171,1,"['FreeBayes', 'VCFFilterJS']",1,['baiyuanxiang'],1,['snewhouse'],1,['ngs_nextflow']
2172,1,['BWA'],1,['baiyuanxiang'],1,['snewhouse'],1,['ngs_nextflow']
2173,1,['SAMtools'],1,['baiyuanxiang'],1,['snewhouse'],1,['ngs_nextflow']
2174,1,['BCFtools'],1,['bartcharbon'],1,['bartcharbon'],1,['nextflowVipPoc']
2175,1,['Cutadapt'],1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2176,1,"['SAMtools', 'SAMtools']",1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2177,1,"['BamTools', 'SAMtools', 'BEDTools', 'BEDTools', 'SAMtools']",1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2178,1,"['SAMtools', 'BEDTools', 'BEDTools']",1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2179,1,"['totalVI', 'totalVI']",1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2180,1,['scds'],1,['bbi-lab'],4,"['brgew', 'hpliner', 'aishwaryagogate', 'lilu-martin']",1,['bbi-sci']
2181,53,['GATK'],40,"['gates-mri-bioinformatics', 'esrice', 'quinlan-lab', 'lengfei5', 'nibscbioinformatics', 'chelauk', 'pblaney', 'vib-singlecell-nf', 'bibo3', 'cometsong', 'maxibor', 'h3abionet', 'szabogtamas', 'tamara-hodgetts', 'joshua-d-campbell', 'marcodelapierre', 'sanger-tol', 'zamanianlab', 'kmayerb', 'nilesh-tawari', 'juneb4869', 'brentp', 'leipzig', 'biomedbigdata', 'czbiohub', 'luslab', 'mbosio85', 'nf-core', 'vpeddu', 'bc2zb', 'oalmelid', 'gongyh', 'grpiccoli', 'eQTL-Catalogue', 'stevekm', 'elyadlezmi', 'bioatlas', 'hirenbioinfo', 'junyu-boston', 'caspargross']",127,"['ghuls', 'pranathivemuri', 'stevin-wilson', 'bibo3', 'amayer21', 'rsuchecki', 'drejom', 'matrulda', 'alexthiery', 'mvanins', 'dependabot[bot]', 'silviamorins', 'drpatelh', 'robsyme', 'ojziff', 'liameabbott', 'neevor', 'octavia-c', 'paulklemm', 'Hammarn', 'mzamanian', 'chenthorn', 'jordwil', 'ErikaKvalem', 'stevekm', 'JoseEspinosa', 'alneberg', 'Galithil', 'sofiahaglund', 'esrice', 'chelauk', 'pblaney', 'na399', 'cometsong', 'skrakau', 'chuan-wang', 'saramonzon', 'rfenouil', 'lescai', 'tamara-hodgetts', 'joshua-d-campbell', 'ppericard', 'DiegoBrambilla', 'antunderwood', 'maxulysse', 'kviljoen', 'apeltzer', 'phoenixAja', 'jun-wan', 'elyadlezmi', 'zxl124', 'hirenbioinfo', 'arontommi', 'kerimoff', 'svarona', 'FriederikeHanssen', 'veeravalli', 'jcurado-flomics', 'kauralasoo', 'chris-cheshire', 'candiceh08', 'ktrns', 'szabogtamas', 'CharlotteAnne', 'lpantano', 'marcodelapierre', 'grst', 'juneb4869', 'kalanir', 'nf-core-bot', 'heuermh', 'vezzi', 'brentp', 'mbosio85', 'samlhao', 'amchakra', 'vpeddu', 'sven1103', 'gongyh', 'KevinMenden', 'drewjbeh', 'KrisDavie', 'lekhakaranam', 'ameintjes', 'colindaven', 'nilesh-tawari-elanco', 'danrlu', 'batson', 'jackkamm', 'mamanambiya', 'senthil10', 'lengfei5', 'ggabernet', 'maxibor', 'pditommaso', 'pcantalupo', 'kmayerb', 'bluegenes', 'jburos', 'leipzig', 'kkuret', 'kcleal', 'bleazard', 'BABS-STP1', 'oalmelid', 'mashehu', 'erikrikarddaniel', 'ewels', 'Rahul1711arora', 'olgabot', 'BeibeiDu', 'ralf-tambets', 'brwnj', 'orionzhou', 'kaitlinchaung', 'dweemx', 'jinmingda', 'priyanka-surana', 'jemten', 'cflerin', 'marchoeppner', 'd4straub', 'aanil', 'caspargross', 'MiguelJulia', 'jfy133', 'abhi18av']",49,"['atacseq_nf', 'illumina-nf', 'readmapping', 'nextflow-pipeline-demo', 'nf-core-circRNA-sponging', 'popbom', 'blast-pipeline', 'genimpute', 'ATAC_Seq_nxf', 'humgen', 'nf-core-disambiguate', 'vsn-pipelines', 'workflows', 'nf-GATK_Exome_Preprocess', 'nextflow_pipeline', 'ev-meta', 'nf-sicilian', 'nf-atac-seq', 'viralrecon', 'CNVcall', 'chipimputation_evaluate_chips', 'm6a', 'preon', 'lift-over-nf', 'RNA2CM', 'nf-core-partial-umi', 'nextflow-demos', 'nf-core-mutectplatypus', 'nf-core-scgs', 'repertoireseq_container', 'mgp1000', 'nf-bowtie', 'coproID', 'nf-predictorthologs', 'rare-disease-wf', 'nf-clip', 'nf-mixcr', 'viralevo', 'sc2-illumina-pipeline', 'dicerna-rnaseq', 'ngs_variant_calling', 'new_meripseqpipe', 'ampliflow', 'sc2-ngs-analysis', 'Core_RNAseq-nf', 'FOG', 'nf-core-denovohybrid', 'nf-large-assembly', 'reference-database']"
2182,32,['FLASH'],26,"['gates-mri-bioinformatics', 'esrice', 'nibscbioinformatics', 'chelauk', 'pblaney', 'vib-singlecell-nf', 'bibo3', 'cometsong', 'maxibor', 'tamara-hodgetts', 'marcodelapierre', 'zamanianlab', 'juneb4869', 'oisinmccaffrey', 'brentp', 'leipzig', 'czbiohub', 'luslab', 'mbosio85', 'nf-core', 'bc2zb', 'noamteyssier', 'elyadlezmi', 'bioatlas', 'jtmccr1', 'nicni16']",117,"['ghuls', 'pranathivemuri', 'stevin-wilson', 'bibo3', 'amayer21', 'rsuchecki', 'drejom', 'matrulda', 'alexthiery', 'mvanins', 'dependabot[bot]', 'silviamorins', 'drpatelh', 'robsyme', 'ojziff', 'liameabbott', 'george-hall-ucl', 'neevor', 'paulklemm', 'Hammarn', 'Emiller88', 'mzamanian', 'jtmccr1', 'chenthorn', 'jordwil', 'ErikaKvalem', 'c-mertes', 'stevekm', 'JoseEspinosa', 'alneberg', 'Galithil', 'sofiahaglund', 'esrice', 'chelauk', 'pblaney', 'na399', 'cometsong', 'skrakau', 'chuan-wang', 'saramonzon', 'rfenouil', 'lescai', 'tamara-hodgetts', 'ppericard', 'DiegoBrambilla', 'antunderwood', 'maxulysse', 'kviljoen', 'apeltzer', 'phoenixAja', 'jun-wan', 'elyadlezmi', 'zxl124', 'arontommi', 'nicni16', 'svarona', 'FriederikeHanssen', 'veeravalli', 'jcurado-flomics', 'chris-cheshire', 'drpowell', 'candiceh08', 'adomingues', 'ktrns', 'CharlotteAnne', 'lpantano', 'grst', 'marcodelapierre', 'juneb4869', 'nf-core-bot', 'vezzi', 'heuermh', 'brentp', 'mbosio85', 'samlhao', 'amchakra', 'sven1103', 'mahesh-panchal', 'noamteyssier', 'KevinMenden', 'KrisDavie', 'lekhakaranam', 'colindaven', 'danrlu', 'batson', 'jackkamm', 'senthil10', 'ggabernet', 'SpikyClip', 'maxibor', 'pditommaso', 'pcantalupo', 'bluegenes', 'oisinmccaffrey', 'jburos', 'leipzig', 'kkuret', 'kcleal', 'BABS-STP1', 'mashehu', 'erikrikarddaniel', 'ewels', 'Rahul1711arora', 'olgabot', 'BeibeiDu', 'orionzhou', 'kaitlinchaung', 'dweemx', 'jemten', 'snafees', 'cflerin', 'marchoeppner', 'd4straub', 'aanil', 'MiguelJulia', 'jfy133', 'abhi18av']",30,"['popbom', 'ATAC_Seq_nxf', 'nf-unsplicedcds', 'bft-nf', 'nf-core-disambiguate', 'nf-core-gatkcohortcall', 'vsn-pipelines', 'clipseq.nextflow', 'workflows', 'nf-sicilian', 'nf-atac-seq', 'nanopore-nf', 'viralrecon', 'nf-core-platypus', 'm6a', 'nfcore-maxquant', 'RNA2CM', 'modules', 'mgp1000', 'coproID', 'nf-predictorthologs', 'rare-disease-wf', 'nf-clip', 'sc2-illumina-pipeline', 'nextflow_pipelines', 'new_meripseqpipe', 'ampliflow', 'Core_RNAseq-nf', 'rnaseq', 'reference-database']"
2183,18,"['SAMtools', 'SAMtools']",16,"['esrice', 'bc2zb', 'chelauk', 'nibscbioinformatics', 'pblaney', 'oisinmccaffrey', 'cometsong', 'bigbio', 'maxibor', 'noamteyssier', 'vibbits', 'njspix', 'czbiohub', 'mbosio85', 'elyadlezmi', 'bioatlas']",26,"['esrice', 'chelauk', 'pblaney', 'jgriss', 'cometsong', 'maxibor', 'sureshhewabi', 'njspix', 'lescai', 'DiegoBrambilla', 'ortzf', 'ypriverol', 'mwalzer', 'oisinmccaffrey', 'mbosio85', 'samlhao', 'bleazard', 'husensofteng', 'erikrikarddaniel', 'neevor', 'olgabot', 'noamteyssier', 'elyadlezmi', 'danrlu', 'batson', 'jackkamm']",17,"['nf-core-disambiguate', 'nf-core-gatkcohortcall', 'NextFlow_pipelines', 'viralevo', 'sc2-illumina-pipeline', 'clipseq.nextflow', 'workflows', 'RNA2CM', 'ref_genomes', 'nf-core-partial-umi', 'nf-workflows', 'ampliflow', 'modules', 'enaprep', 'ATAC_Seq_nxf', 'nextflow_pipelines', 'mgp1000']"
2184,1,['GATK'],1,['bcgsc'],1,['RichardCorbett'],1,['TMBur']
2185,1,"['GATK', 'GATK']",1,['bcgsc'],1,['RichardCorbett'],1,['TMBur']
2186,1,"['GATK', 'GATK']",1,['bcgsc'],1,['RichardCorbett'],1,['TMBur']
2187,1,['GATK'],1,['bcgsc'],1,['RichardCorbett'],1,['TMBur']
